13-02-2020,\Bannu_,N)1, 350 L0i.t0re0,in1300.00,1300.00
06-02-2020,\Bannu_,),1 51 8L0itr.0e0,in 1180.00,1180.0
30-01-2020,\Bannu_,),1 51 8L0itr.0e0,in 1180.00,1180.0
23-01-2020,\Bannu_,),1 51 8L0itr.0e0,in 1180.00,1180.0
16-01-2020,\Bannu_,),1 51 8L0itr.0e0,in 1180.00,1180.0
09-01-2020,\Bannu_,1),1 58 0L.i0tr0,T1i1n80.00,1180.00
02-01-2020,\Bannu_,)1,1 58 0L.it0r0e,T1in180.00,1180.00
26-12-2019,\Bannu_,),1 51 7L0itr.0e0,in 1170.00,1170.0
19-12-2019,\Bannu_,1),1 5 0L.i0tr0,T1i1n50.00,1150.00
12-12-2019,\Bannu_,1),1 5 0L.i0tr0,T1i1n50.00,1150.00
05-12-2019,\Bannu_,),1 51 5L0itr.0e0,in 1150.00,1150.0
28-11-2019,\Bannu_,N)1, 155 L0i.t0re0,in1150.00,1150.00
21-11-2019,\Bannu_,Lit1re1 5T0in.00,1150.00,1150.0
14-11-2019,\Bannu_,1),1 5 0L.i0tr0,T1i1n50.00,1150.00
07-11-2019,\Bannu_,), 151 5L0itr.e0 0,in 1150.00,1150.0
31-10-2019,\Bannu_,1),1 5 0L.i0tr0e,T1in150.00,1150.00
24-10-2019,\Bannu_,1),1 5 0L.i0tr0e,T1i1n50.00,1150.00
17-10-2019,\Bannu_,1),1 5 0L.i0tr0,T1i1n50.00,1150.00
10-10-2019,\Bannu_,i1tr1e5 T0i.n00,1150.00,1150.0
03-10-2019,\Bannu_,1150.00,1150.0,1150.0
26-09-2019,\Bannu_,N1)1, 50 L.0it0r,1T1in50.00,1150.00
19-09-2019,\Bannu_,1),1 5 0L.i0tr0,T1i1n50.00,1150.00
12-09-2019,\Bannu_,N1)1, 50 L.0it0r,1T1in50.00,1150.00
05-09-2019,\Bannu_,1),1 5 0L.i0tr0e,T1i1n50.00,1150.00
